Data_file_name,Column_name,Shapefile_name,Unit_count,Subject_population,Year,Measure,Variable1,Variable1_category,Field_name_alias
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_277,VAR_1_277,Individual,Census usually resident population count aged 15 years and over,2023,Count,Cisgender and transgender status,Total,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Cisgender and transgender status (Total)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_278,VAR_1_278,Individual,Census usually resident population count aged 15 years and over,2023,Count,Cisgender and transgender status,Total stated,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Cisgender and transgender status (Total stated)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_279,VAR_1_279,Individual,Census usually resident population count,2013,Count,Sex at birth,Male/Tāne,"Subject pop: Census usually resident population count, Year: 2013, Measure: Count, Var1: Sex at birth (Male/Tāne)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_280,VAR_1_280,Individual,Census usually resident population count,2013,Count,Sex at birth,Female/Wahine,"Subject pop: Census usually resident population count, Year: 2013, Measure: Count, Var1: Sex at birth (Female/Wahine)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_281,VAR_1_281,Individual,Census usually resident population count,2013,Count,Sex at birth,Total,"Subject pop: Census usually resident population count, Year: 2013, Measure: Count, Var1: Sex at birth (Total)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_282,VAR_1_282,Individual,Census usually resident population count,2018,Count,Sex at birth,Male/Tāne,"Subject pop: Census usually resident population count, Year: 2018, Measure: Count, Var1: Sex at birth (Male/Tāne)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_283,VAR_1_283,Individual,Census usually resident population count,2018,Count,Sex at birth,Female/Wahine,"Subject pop: Census usually resident population count, Year: 2018, Measure: Count, Var1: Sex at birth (Female/Wahine)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_284,VAR_1_284,Individual,Census usually resident population count,2018,Count,Sex at birth,Total,"Subject pop: Census usually resident population count, Year: 2018, Measure: Count, Var1: Sex at birth (Total)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_285,VAR_1_285,Individual,Census usually resident population count,2023,Count,Sex at birth,Male/Tāne,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Sex at birth (Male/Tāne)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_286,VAR_1_286,Individual,Census usually resident population count,2023,Count,Sex at birth,Female/Wahine,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Sex at birth (Female/Wahine)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_287,VAR_1_287,Individual,Census usually resident population count,2023,Count,Sex at birth,Total,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Sex at birth (Total)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_288,VAR_1_288,Individual,Census usually resident population count aged 15 years and over,2023,Count,Rainbow/LGBTIQ+ indicator,LGBTIQ+,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Rainbow/LGBTIQ+ indicator (LGBTIQ+)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_289,VAR_1_289,Individual,Census usually resident population count aged 15 years and over,2023,Count,Rainbow/LGBTIQ+ indicator,Not LGBTIQ+,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Rainbow/LGBTIQ+ indicator (Not LGBTIQ+)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_290,VAR_1_290,Individual,Census usually resident population count aged 15 years and over,2023,Count,Rainbow/LGBTIQ+ indicator,LGBTIQ+ status unidentifiable,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Rainbow/LGBTIQ+ indicator (LGBTIQ+ status unidentifiable)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_291,VAR_1_291,Individual,Census usually resident population count aged 15 years and over,2023,Count,Rainbow/LGBTIQ+ indicator,Total,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Rainbow/LGBTIQ+ indicator (Total)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_292,VAR_1_292,Individual,Census usually resident population count aged 15 years and over,2023,Count,Rainbow/LGBTIQ+ indicator,Total stated,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Rainbow/LGBTIQ+ indicator (Total stated)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_293,VAR_1_293,Individual,Census usually resident population count aged 15 years and over,2023,Count,Sexual identity,Heterosexual,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Sexual identity (Heterosexual)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_294,VAR_1_294,Individual,Census usually resident population count aged 15 years and over,2023,Count,Sexual identity,Homosexual,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Sexual identity (Homosexual)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_295,VAR_1_295,Individual,Census usually resident population count aged 15 years and over,2023,Count,Sexual identity,Bisexual,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Sexual identity (Bisexual)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_296,VAR_1_296,Individual,Census usually resident population count aged 15 years and over,2023,Count,Sexual identity,Sexual identity not elsewhere classified,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Sexual identity (Sexual identity not elsewhere classified)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_297,VAR_1_297,Individual,Census usually resident population count aged 15 years and over,2023,Count,Sexual identity,Prefer not to say,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Sexual identity (Prefer not to say)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_298,VAR_1_298,Individual,Census usually resident population count aged 15 years and over,2023,Count,Sexual identity,Not Elsewhere Included,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Sexual identity (Not Elsewhere Included)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_299,VAR_1_299,Individual,Census usually resident population count aged 15 years and over,2023,Count,Sexual identity,Total,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Sexual identity (Total)"
